MMSI,Lat,Lon,SOG,COG
210008000,0.9019612,0.000333333,0.66,0.22138889
210008000,0.9057931,0.037638094,0.6566667,0.22464286
210008000,0.9098792,0.07472889,0.66333336,0.22194445
210008000,0.9123828,0.11278037,0.67333335,0.24111111
210008000,0.912326,0.15170851,0.66333336,0.26833335
210008000,0.9001248,0.18165259,0.62,0.36944443
210008000,0.887008,0.20748815,0.5933333,0.37083334
210008000,0.8734208,0.23319371,0.61333334,0.36416668
210008000,0.8597568,0.25952482,0.61333334,0.3675
210008000,0.8461592,0.28552777,0.6066667,0.36583334
210008000,0.8326552,0.3112926,0.60333335,0.3638889
210008000,0.8191772,0.3374452,0.61,0.36305556
210008000,0.805774,0.36351112,0.60333335,0.36527777
210008000,0.7922748,0.38914,0.6,0.36888888
210008000,0.775776,0.40723148,0.5966667,0.4311111
210008000,0.7577808,0.42095742,0.5833333,0.43361112
210008000,0.73977,0.43374443,0.59,0.43638888
210008000,0.7215512,0.44671407,0.5966667,0.43805555
210008000,0.703204,0.45953223,0.5966667,0.44277778
210008000,0.684698,0.47139814,0.5933333,0.44555557
210008000,0.665982,0.4821074,0.59,0.4511111
210008000,0.6473592,0.4931611,0.5933333,0.44583333
210008000,0.62881976,0.50459045,0.5933333,0.44603175
210008000,0.6102932,0.5159807,0.5933333,0.445
210008000,0.5916992,0.52748406,0.5966667,0.43888888
210008000,0.5733608,0.5393933,0.58,0.4438889
210008000,0.554872,0.54982036,0.58666664,0.45916668
210008000,0.5359812,0.55993146,0.5966667,0.4511111
210008000,0.517896,0.5707785,0.5733333,0.44694445
210008000,0.4998348,0.5817789,0.57666665,0.4475
210008000,0.48116,0.5900674,0.5833333,0.4672222
210008000,0.4621628,0.59704554,0.5833333,0.46611112
210008000,0.44315943,0.6039159,0.5838095,0.4661508
210008000,0.4240452,0.6101056,0.58666664,0.46944445
210008000,0.40478462,0.61612743,0.5833333,0.47365078
210008000,0.3857032,0.62203336,0.5833333,0.47055554
210008000,0.3664928,0.6276363,0.59,0.4722222
210008000,0.34745395,0.6338915,0.57666665,0.46321428
210008000,0.328708,0.64149517,0.5833333,0.4511111
210008000,0.3133452,0.6591778,0.57666665,0.3475
210008000,0.303132,0.68637484,0.57666665,0.33527777
210008000,0.291744,0.7123567,0.59,0.35083333
210008000,0.28013107,0.7382414,0.5833333,0.35063493
210008000,0.268484,0.7639359,0.58,0.35222223
210008000,0.257276,0.79034704,0.58,0.34388888
210008000,0.2462728,0.81678224,0.58,0.34416667
210008000,0.2346992,0.8417963,0.56666666,0.36194444
210008000,0.22197594,0.86341935,0.5432462,0.38664818
210008000,0.205758,0.87469816,0.5466667,0.46027777
210008000,0.18769525,0.87708116,0.55714285,0.55198413
210008000,0.170297,0.86685276,0.5366667,0.5555556
210008000,0.1543208,0.8730396,0.50666666,0.4461111
210008000,0.1383688,0.8824419,0.52,0.44944444
210008000,0.121692,0.88805073,0.52,0.5188889
210008000,0.1046912,0.8835915,0.51,0.5366667
210008000,0.088182,0.88189816,0.5,0.4925
210008000,0.0717688,0.88352334,0.48666668,0.4936111
210008000,0.05603086,0.88578993,0.44619048,0.46996033
210008000,0.042733137,0.8879245,0.37804684,0.4845877
210008000,0.0299222,0.8898762,0.39333335,0.483125
210008000,0.0167448,0.8898837,0.41466665,0.5316667
210008000,0.0024,0.8854782,0.45,0.5316975
